ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
118598,2.9,100897,My peers do not support our strategy,2.7
118599,4.5,102838,My bosses  listen to me on generating revenue,3.2
118600,4.3,103110,My bosses  communicate about our strategy,3.2
118601,2.6,101115,My bosses  support generating revenue,4.3
118602,4.1,103792,My bosses do not listen to me on our strategy,4.5
118603,3,100146,My bosses  communicate about generating revenue,2.5
118604,4.7,103072,My peers  provide guidance about our vision of the future,2.9
118605,3.6,104941,My peers do not listen to me on our strategy,3.3
118606,3.3,100487,My bosses do not support providing better service,4.9
118607,2.9,101421,My bosses do not provide guidance about generating revenue,4.8
118608,3.1,100782,My peers do not listen to me on our strategy,2.6
118609,2,102605,My peers  communicate about generating revenue,4.2
118610,2.9,101914,My bosses  support our strategy,2.7
118611,2.2,100748,My bosses do not communicate about our strategy,2.1
118612,3.4,102708,My bosses do not communicate about our strategy,3.4
118613,3.4,100164,My bosses  provide guidance about our strategy,2.3
118614,4,100153,My bosses  provide guidance about our vision of the future,3.4
118615,2.5,103353,My peers  support our strategy,3.1
118616,4.8,102701,My peers  listen to me on generating revenue,2.6
118617,3.6,100649,My bosses do not communicate about our vision of the future,3.4
118618,3.6,101355,My bosses  provide guidance about our strategy,3.9
118619,3.8,100003,My peers do not communicate about our vision of the future,2.8
118620,2.2,103326,My bosses do not communicate about generating revenue,4
118621,2.9,101572,My bosses  support our strategy,3
118622,3.8,102089,My bosses do not listen to me on providing better service,3.4
118623,2,102597,My bosses do not support our vision of the future,4.4
118624,2.6,104334,My peers do not provide guidance about generating revenue,4.1
118625,3.1,100061,My bosses  listen to me on providing better service,3.2
118626,3.5,104221,My bosses do not listen to me on our vision of the future,4.3
118627,3,103082,My peers do not communicate about our strategy,4.2
118628,2.6,101224,My bosses  listen to me on providing better service,4.1
118629,3.1,104228,My bosses  listen to me on providing better service,4.6
118630,3.9,103136,My bosses do not listen to me on generating revenue,3.3
118631,3.6,104287,My bosses do not listen to me on our vision of the future,2.2
118632,4.1,104893,My peers do not listen to me on our strategy,3.8
118633,2,104044,My peers  listen to me on generating revenue,2
118634,2,102994,My peers do not communicate about our vision of the future,2.8
118635,2,101261,My bosses  communicate about our strategy,3.2
118636,4,100769,My peers  provide guidance about generating revenue,4.1
118637,2.3,100514,My peers  listen to me on providing better service,2
118638,4.5,104882,My bosses  provide guidance about our vision of the future,2.9
118639,4.9,103362,My peers  support generating revenue,3.8
118640,3.2,103368,My bosses  provide guidance about providing better service,3.5
118641,2.6,102186,My peers  support generating revenue,3.3
118642,2.2,101646,My bosses do not listen to me on providing better service,4.3
118643,3.3,102072,My peers  provide guidance about providing better service,3.3
118644,2.6,100506,My bosses do not listen to me on generating revenue,2.8
118645,3.6,100318,My bosses do not listen to me on our vision of the future,2.8
118646,4.5,103027,My bosses  provide guidance about our vision of the future,2.8
118647,4,101889,My peers do not listen to me on our vision of the future,4
118648,2.3,102195,My bosses  provide guidance about providing better service,4.6
118649,3.4,102330,My peers do not support providing better service,2.2
118650,3.6,100096,My peers do not listen to me on providing better service,4.5
118651,4.9,102051,My bosses  listen to me on providing better service,3.7
118652,4.7,104685,My peers  listen to me on our vision of the future,4
118653,2,103477,My peers do not provide guidance about providing better service,3.8
118654,3.7,102032,My peers do not listen to me on generating revenue,2.8
118655,2.5,101273,My bosses do not listen to me on providing better service,2.9
118656,3.7,101521,My peers do not provide guidance about providing better service,4.1
118657,3.6,100842,My peers  communicate about our strategy,3
118658,4.4,100110,My peers  support providing better service,4.1
118659,4.3,101412,My bosses  support generating revenue,4
118660,3.6,104098,My bosses  provide guidance about providing better service,2.5
118661,3.9,102850,My peers  provide guidance about providing better service,4.1
118662,4.1,100358,My bosses do not provide guidance about providing better service,2.9
118663,4,102139,My peers  provide guidance about our vision of the future,4.3
118664,3.6,102786,My bosses do not listen to me on generating revenue,3
118665,2.4,102343,My peers do not provide guidance about generating revenue,3.4
118666,2.9,104003,My peers  listen to me on our strategy,3
118667,4.9,104118,My peers do not listen to me on providing better service,3.7
118668,3.4,103214,My bosses do not support providing better service,3.1
118669,3.4,104182,My bosses  provide guidance about providing better service,4.7
118670,4,103309,My bosses  support our strategy,3.7
118671,2.2,100031,My peers  provide guidance about providing better service,4.5
118672,3,102809,My bosses  provide guidance about providing better service,3.1
118673,3,102106,My peers do not listen to me on our vision of the future,3.7
118674,2.8,102341,My bosses do not listen to me on generating revenue,4.2
118675,2.6,100972,My peers do not support providing better service,4.2
118676,2,100422,My peers do not listen to me on generating revenue,4
118677,2.1,102782,My bosses  support generating revenue,4
118678,4,103192,My bosses do not listen to me on our strategy,3.3
118679,4.8,102874,My bosses do not provide guidance about generating revenue,3.1
118680,3.6,100170,My peers do not communicate about our vision of the future,2.6
118681,3.1,101479,My peers do not provide guidance about providing better service,3
118682,4.1,101192,My peers  support generating revenue,2.5
118683,3.7,104593,My bosses  communicate about our strategy,3.8
118684,4.1,100726,My peers do not communicate about generating revenue,4.8
118685,3.1,103362,My bosses do not provide guidance about providing better service,3.3
118686,4.4,101419,My bosses  listen to me on generating revenue,3.9
118687,3.5,104169,My bosses do not support our strategy,3.5
118688,3.6,104225,My bosses do not communicate about our strategy,4.2
118689,2.5,100108,My bosses do not support generating revenue,4.8
118690,2.5,103361,My bosses  listen to me on providing better service,3.7
118691,2.2,102855,My bosses do not support our strategy,2.6
118692,3.7,103885,My peers do not support our vision of the future,3
118693,4.3,103221,My bosses do not listen to me on our strategy,4.1
118694,4.9,104743,My bosses do not support our vision of the future,3.9
118695,4.9,104119,My peers  provide guidance about providing better service,2.9
118696,4.9,102926,My peers  provide guidance about our vision of the future,3.7
118697,3.2,104724,My bosses do not provide guidance about providing better service,3.8
118698,4.7,100457,My bosses  provide guidance about generating revenue,4.7
118699,2.7,100782,My bosses  communicate about our strategy,2.2
118700,2,101958,My peers  provide guidance about our strategy,4
118701,3.3,101689,My peers  listen to me on our vision of the future,3.4
118702,3.5,102913,My peers do not listen to me on providing better service,3.5
118703,3.4,104921,My peers do not communicate about generating revenue,3
118704,3.3,102984,My peers do not provide guidance about our vision of the future,3.6
118705,3.9,103870,My peers do not listen to me on our vision of the future,3
118706,3.4,103343,My bosses do not listen to me on our strategy,2.8
118707,4.8,100851,My peers do not listen to me on generating revenue,3.6
118708,2.6,102747,My peers  listen to me on our vision of the future,3.3
118709,4.9,100617,My bosses  listen to me on our vision of the future,2.4
118710,4.6,103251,My bosses  provide guidance about generating revenue,2.9
118711,3.7,100390,My peers do not support providing better service,4.8
118712,4.1,101755,My peers do not communicate about our vision of the future,2
118713,3.7,104311,My peers  provide guidance about providing better service,3.8
118714,3.4,102815,My bosses  provide guidance about our vision of the future,2.2
118715,3.7,103086,My bosses do not listen to me on our strategy,2
118716,4.5,100745,My peers do not provide guidance about our vision of the future,3.5
118717,3.5,100685,My bosses do not communicate about our vision of the future,4.5
118718,4.5,104102,My bosses  communicate about generating revenue,3.6
118719,2.5,100128,My peers  provide guidance about providing better service,3.6
118720,3,100324,My peers do not provide guidance about our strategy,2.8
118721,2.8,100750,My bosses  communicate about providing better service,3.5
118722,2.5,100723,My peers do not communicate about our strategy,2.2
118723,3.8,104220,My bosses do not communicate about our strategy,4
118724,3.2,104150,My peers do not provide guidance about our strategy,4.6
118725,2.4,103696,My peers  provide guidance about our strategy,3.1
118726,2.9,100299,My bosses do not support our strategy,2.9
118727,3.6,103737,My bosses  support our vision of the future,2.5
118728,4.7,101797,My peers  provide guidance about generating revenue,4.6
118729,2.9,104926,My peers  communicate about our vision of the future,2.1
